Version ID	Index	Master ID	Skeletal code	Skeletal element	Year this sample was first published [for a present-day sample it is this version of the sample. missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Representative contact	Method for Determining Date (including any warnings)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	GroupID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 coverage or published (merged data or consensus if not available)	mt haplogroup published	mt haplogroup published reference	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT (Xcontam interval is listed if lower bound is >0.005, "QUESTIONABLE" if lower bound is 0.01-0.02, "QUESTIONABLE_CRITICAL" or "FAIL" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is "QUESTIONABLE"; <0.9 is "QUESTIONABLE_CRITICAL", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is "QUESTIONABLE_CRITICAL/FAIL" if <0.01, "QUESTIONABLE" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are "QUESTIONABLE_CRITICAL" or "FAIL" if <0.03, "QUESTIONABLE" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))	Anatolian	Yamnaya	Mesolithic_HG	PC1	PC2	PC3	PC4
RISE1164.SG	13328	RISE1164	ind 6	petrous	2019	SchroederPNAS2019	Schroeder, Hannes	Direct (WARNING MISSING LAB CODE): 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4463	43	2580-2360 calBCE (3986±31 BP)	Poland_Koszyce_GAC.SG_son.RISE1170.SG.brother.RISE1164.SG	Koszyce, site 3	Poland	48.7	21.2	Shotgun	..	1.05169	751938	..	F	Poland Cross-Site Family A (17 members) (RISE1163, RISE1168, RISE1169, and RISE1173 are brothers- they all have the same father (and will be referred to as the Four Brothers). RISE1163 and RISE1173 have RISE1172 as their mother while RISE1169 and RISE1173 have a mother that is likely very closely related to RISE1172. RISE1168-RISE1159-RISE1160 are in a father-mother-son family. As expected from this family structure, the genetics are also consistent with RISE1163, RISE1169 and RISE1173 all being 2nd to 3rd degree relatives of RISE1160 (uncles-nephew). RISE1160 is also a 2nd or 3rd degree relative of RISE1172, RISE1165, RISE1162, RISE1164, and RISE1250 (who is also a 2nd or 3rd degree relative of RISE1241). RISE1162 and RISE1164 are siblings with mother RISE1170. Both siblings are 2nd or 3rd degree relatives of the Four Brothers, RISE1172, RISE1160, RISE1165, and RISE1167. RISE1164 is also a 2nd or 3rd degree relative of RISE1171, who is a sibling of RISE1167 with mother RISE1166. Both siblings RISE1171 and RISE1167 are also 2nd or 3rd degree relatives of the Four Brothers, RISE1172, and RISE1165. RISE1167 is also a 2nd or 3rd degree relative of RISE1252. RISE1165 is a 2nd or 3rd degree relative of all sets of siblings and Rise1160.)	..	..	K1a1b1e	K1a1b1e	Haplogrep 2.2, PhyloTree build 17	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.004	0.004	None	[0,0.012]	ds.minus	..	PASS (literature)	0.618222589943377	0.381777410056623	0	-23.7422467900659	19.0150644570432	29.1375747462802	18.3674553052944
pcw212.SG	17098	pcw212	11	petrous	2020	LinderholmNatureScientificReports2020	Linderholm, Anna	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4460	50	2617-2351 calBCE (3985±35 BP, Poz-90881)	Poland_Southeast_CordedWare.SG	Southeastern Poland, Chłopice	Poland	49.957222	22.660278	Shotgun	1	0.050603	58246	..	F	Poland, Southeastern Poland, Chłopice Family A (2 members) (pcw211.SG-pcw212.SG are 2nd or 3rd degree relatives)	..	8.40135	H2a2b	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.051	0.024	Model_Misspecified	[0,0]	ds.minus	pcw212	PASS	0	1	0	84.4932194857543	-4.32032855865805	-1.11198395994521	8.45659083220917
I8131	7825	I8131	A56-2017-UE5114 Diente 2, Diente 3	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4459	46	2576-2356 calBCE (3980±30 BP, Beta-504712)	Spain_C	Valencian Community, València/Valencia, La Vital, Gandia	Spain	38.9777	-0.16037	1240K	2	0.097502	107716	..	F	n/a (no relatives detected)	..	..	J2b1	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.037	0.044	None	[0,0.123]	ds.half,ds.half	S8131.E1.L1,S8133.E1.L1	PASS	0	1	0	59.8691207646215	14.6110814433924	20.3888969574427	-15.5155342594308
ALT~4~d	15057	ALT_4	ALT_4	tooth	2019	MittnikScience2019	Mittnik, Alissa	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4453	47	2573-2356 calBCE (3970±24 BP, MAMS-18885)	Germany_CordedWare_Tauber	Althausen	Germany	49.468332	9.744072	1240k	2	0.043051	83065	..	M	Germany, Althausen Family A (2 members) ALT_3-ALT_4 have a 2nd to 5th deg relationship	R1b1a1b1a1	..	U5a1a1 	..	..	..	..	..	..	..	..	..	..	..	..	..	half	341EvaAlthausen4, ABI546Althausen4	PASS (literature)	0	1	0	66.0050827588004	-16.8211113073277	-15.6327887142325	19.1596124854708
Bul6	804	Bul6	Barrow 5, Structure 3, Individual 1	tooth	2018	MathiesonNature2018	Krause, Johannes	Context: Archaeological period	4450	520	3400-1600 BCE	Bulgaria_BeliBreyag_EBA	Nova Zagora, Beli Breyag	Bulgaria	42.429624	25.898354	1240K	..	0.823	370439	..	M	n/a (no relatives detected)	I2a1b1	..	..	..	..	..	..	..	..	..	..	..	-0.042	0.027	Model_Misspecified	[0,0.011]	ds.plus	..	PASS	0.814790602727284	0.012202157387669	0.173007239885047	-37.2742694624642	21.8594605114073	2.64730994090043	-4.17242020412981
CBV95.SG	17531	CBV95	CBV95	petrous	2020	BrunelPNAS2020	Pruvost, Melanie	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4447	54	2575-2350 calBCE (3970±30 BP, GrA-32767)	France_HautsDeFrance_LN.SG	Hauts-de-France (North), Ciry_Salsogne, La Bouche-à-Vesle	France	49.36232	3.46272	Shotgun	1	0.138073	153930	..	M	n/a (no relatives detected)	R1b1a1b	58	J2a1a1	J2a1a1	Haplofind and Phy-Mer, Phylotree build17, BrunelPNAS2020	..	..	..	..	0.023183	..	..	..	..	..	..	ds.half	CBV95	PASS (literature)	0	1	0	68.6740546397977	-16.1769913054225	-13.5490195085994	20.5619317193934
MA826.RISE00.SG	257	Sope	Sope	tooth	2015	SaagCurrentBiology2017.merge.with.AllentoftNature2015	..	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4442	58	2575-2348 calBCE (3969±32 BP, UBA-29064)	Estonia_CordedWare.SG_o1	Jäbara, Ida-Viru, Sope	Estonia	59.408	27.026	Shotgun	..	0.799	626916	..	F	n/a (no relatives detected)	..	..	H5a1	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.008	0.007	None	[0,0.022]	ds.minus	..	PASS (literature.merge)	0	1	0	2.72035484406289	-31.6842221586728	-22.4964186338808	4.41265918110558
I0257	930	I0257	10362A, 1656	tooth	2018	OlaldeNature2018	Haak, Wolfgang	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4439	58	2573-2348 calBCE (3965±29 BP, MAMS-25937)	Spain_C	Barcelona, Cerdanyola, Paris Street	Spain	41.49194444	2.138888889	1240K	1	0.1	107954	..	M	n/a (no relatives detected)	R1b	34.3	H1ax	..	..	[0.945,0.977]	0.106	..	..	..	..	..	0.02	0.02	None	[0,0.059]	ds.half	S1241.L1	PASS (mtcontam=[0.945,0.977])	0	1	0	48.9236583183353	18.5527077735535	23.2302307571673	-21.3939963036643
I2932	2222	I2932	GENSCOT70	petrous	2018	OlaldeNature2018	Armit, Ian	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4433	60	2572-2348 calBCE (3962±29 BP, SUERC-68721)	Scotland_N	Scotland, Orkney, Isbister	Great Britain	58.74	-2.916	1240K	1	5.999	786582	..	M	n/a (no relatives detected)	I2a1a2	766	H5	..	..	[0.982,0.993]	0.134	0.421	5612	0.005597	5.700117984	[0.004,0.008]	-0.007	0.003	None	[0,0]	ds.half	S2932.E1.L1	PASS	0.813437735224242	0	0.186562264775758	-52.0238714696319	20.8505973626066	21.1044955946617	25.1372365505714
I1976	7696	I1976	ES.1/4	tooth	2017	OlaldeScience2019 (supplement of LipsonNature2017)	Lalueza-Fox, Carles	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4427	63	2571-2347 calBCE (3960±30 BP, Beta-299306)	Spain_C	Basque Country, Araba/Álava, Laguardia, El Sotillo	Spain	42.57	-2.62	1240K	3	0.12618	138607	..	M	n/a (no relatives detected)	I2a1b2a	..	H3	..	..	..	..	..	..	..	..	..	0.018	0.026	None	[0,0.069]	ds.half,ds.half,ds.half	S1976.E1.L1,S1976.E1.L2,S1976.E1.L3	PASS	0	1	0	46.0705970085218	16.8254667897436	26.8413520360712	-18.0994761986596
I1539	939	I1539	ESP25	tooth	2015	MathiesonNature2015	Haak, Wolfgang	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4420	95	2630-2287 calBCE (3967±57 BP, Erl-7779)	Germany_CordedWare	Esperstedt	Germany	51.42	11.68	1240K	1	0.132	138220	..	F	Germany, Esperstedt Family C (2 members) (I1539-I1532 are 2nd to 3rd degree relatives)	..	195	J1c1b1a	..	..	[0.998,1.000]	0.099	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.018	0.011	Model_Misspecified	[0,0.004]	ds.half	S1539.L1	PASS	0	1	0	54.7804130330413	-20.1904452532332	-21.3548914784906	18.7396511405235
MA973.SG	6207	MA973	Kunila2	tooth	2017	SaagCurrentBiology2017	..	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4416	72	2575-2307 calBCE (3960±40 BP, Poz-10825)	Estonia_CordedWare.SG	Kursi, Jõgeva	Estonia	58.33	26.15	Shotgun	..	1.699974	882294	..	M	n/a (no relatives detected)	R1a1a1	..	J1c3	..	..	..	..	..	..	..	..	..	-0.005	0.003	None	[0,0.001]	ds.minus	..	PASS (literature)	0.267203197856641	0.299356924622628	0.433439877520731	-27.2347072553858	-30.1751689041579	-29.0147587422905	-12.6213204762727
I16164	12462	I16164	2463	petrous	2020	FernandesNatureEcologyEvolution2020	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4415	65	2571-2343 calBCE (3955±30 BP, PSUAMS-6695)	Italy_Sardinia_C	Sardinia, Sa Ucca de su Tintirriolu	Italy	40.410556	8.639722	1240K	1	1.048214	494513	49.8	M	n/a (no relatives detected)	G2a2b2b1a1a	180.5	K1a3	..	..	[0.988,0.999]	0.096	0.45	1628	0.00589	2.561	[0.001,0.01]	-0.007	0.01	None	[0,0.013]	ss.half	S16164.Y1.E1.L1	PASS (damage.ss.half=0.096)	0.934980059541772	0	0.0650199404582281	-48.1741693228761	35.9594248251551	14.7261543921006	20.0531569186325
RISE563.SG	1383	I4144	RISE563, F0234,obj.8	tooth	2015	AllentoftNature2015	..	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4411	69	2573-2310 calBCE (3955±35 BP, Poz-84553)	Germany_BellBeaker_dup.I4144.SG	Osterhofen-Altenmarkt	Germany	48.691	13.016	Shotgun	1	0.329	333228	..	M	n/a (no relatives detected)	R1b1a1b1a1a2	..	K1c1	..	..	..	..	..	..	..	..	..	0.053	0.007	None	[0.039,0.067]	ds.minus	RISE563	PASS (literature)	0	1	0	49.1179705932862	-19.8922303319624	-15.3210282384111	19.218534762636
I1277	890	I1277	MIR14	tooth	2015	MathiesonNature2015	Lalueza-Fox, Carles	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4403	66	2570-2342 calBCE (3950±30 BP, Beta-416457)	Spain_C	Burgos, Atapuerca, El Mirador Cave	Spain	42.33333333	-3.5	1240K	1	0.941	553616	..	M	Spain, Burgos, Atapuerca, El Mirador Cave Family A (3 members) (I1271 is a 2nd or 3rd degree relative of I1274 and I1277; I1274-I1277 are 1st degree relatives)	I2a1b1b	519	H3	..	..	[0.998,1.000]	0.079	0.432	952	0.006825	2.131375819	[0.001,0.013]	0.01	0.014	None	[0,0.037]	ds.half	S1277.E1.L1	PASS	0.804209907101957	0	0.195790092898043	-49.1006252277634	19.7055700748226	29.5397650563396	15.1045651418752
pcw041.SG	17090	pcw041	post2043_I	petrous	2020	LinderholmNatureScientificReports2020	Linderholm, Anna	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4400	70	2571-2305 calBCE (3950±35 BP, Poz-90778)	Poland_Southeast_CordedWare.SG_father.or.son.pcw040.SG	Southeastern Poland, Święte	Poland	49.916111	22.860833	Shotgun	1	0.150264	167800	..	M	Poland, Southeastern Poland, Święte Family A (2 members) (pcw040.SG-pcw041.SG have a father-son relationship (order unknown))	R1b1a1b	10.4599	J1c2c	..	..	..	..	..	..	0	..	[0,0.0276]	-0.031	0.013	Model_Misspecified	[0,0]	ds.minus	pcw041	PASS	0	1	0	73.4407144450097	-11.6193747686868	-8.57906837175392	18.2278777966576
pcw040.SG	17089	pcw040	post2040A	petrous	2020	LinderholmNatureScientificReports2020	Linderholm, Anna	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4400	70	2571-2305 calBCE (3950±35 BP, Poz-90777)	Poland_Southeast_CordedWare.SG	Southeastern Poland, Święte	Poland	49.916111	22.860833	Shotgun	1	1.137194	802299	..	M	Poland, Southeastern Poland, Święte Family A (2 members) (pcw040.SG-pcw041.SG have a father-son relationship (order unknown))	R1b1a1b1a1	218.789	U5b2b1a1	..	..	..	..	..	..	0.014	..	[0.0044,0.0185]	-0.022	0.003	None	[0,0]	ds.minus	pcw040	PASS	0	0.772012967599711	0.227987032400289	-10.3034355677881	-38.6750278274447	-36.6251098782124	-12.0056506636339
N44.SG	11364	N44	N44	petrous	2018	FernandesScientificReports2018	..	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4400	70	2571-2305 calBCE (3950±35 BP, Poz-77329)	Poland_CWC_3.SG	Pikutkowo	Poland	52.62	18.96	Shotgun	..	2.185667	1017645	..	F	Poland, Pikutkowo Family A (2 members) (N44 and N45 are 2nd or 3rd degree relatives)	..	..	U5a1b2	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.012	0.002	None	[0.008,0.016]	ds.minus	..	PASS (literature)	0.240411622698259	0.245604231760049	0.513984145541692	-28.7142036200234	-36.4880048655101	-33.2685330152747	-17.7298153460887
MA971.SG	6206	Kunila1	Kunila1	tooth	2017	SaagCurrentBiology2017	..	Context: Archaeological period	4400	231	2850-2050 BCE	Estonia_CordedWare.SG	Kursi, Jõgeva	Estonia	58.33	26.15	Shotgun	..	0.506932	470945	..	M	n/a (no relatives detected)	R1b1a1b1a	..	U5b1b	..	..	..	..	..	..	..	..	..	-0.003	0.004	None	[0,0.005]	ds.minus	..	PASS (literature)	0	1	0	32.0358718222821	-30.1656127207681	-26.6259491189971	11.1442332401372
MX188	17021	MX188	Individuum 7/11	petrous	2020	FurtwanglerNatureCommunications2020	Krause, Johannes	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4399	58	2566-2345 calBCE (3947±21 BP, BE-7995.1.1)	Switzerland_EBA_2	Spreitenbach CWC	Switzerland	47.255	8.2158	1240K	1	1.53935	653999	..	M	Switzerland Spreitenbach CWC Family A (3 members) (MX188 and MX190 are brothers and are both 2nd or 3rd degree relatives of MX191)	I2a1a2	..	U2e2a1d	..	..	..	..	..	..	0.0047	..	..	-0.019	0.01	None	[0,0.001]	ds.half	MX188	PASS	0.459867274375043	0	0.540132725624957	-41.1669815634152	-22.880684783618	-19.0032632328718	-8.18037381243334
I0108	914	I0108	ROT6	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Haak, Wolfgang	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4399	80	2575-2297 calBCE (3953±47 BP, Erl-8710)	Germany_BellBeaker	Rothenschirmbach	Germany	51.45	11.54	1240K	3	1.197	735474	..	F	n/a (no relatives detected)	..	..	H5a3	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.023	0.016	None	[0,0.008]	ds.plus,ds.half,ds.plus	S0108.L1,S0816.L1,S1217.L1	PASS	0.271578205446184	0.523164205621295	0.205257588932521	-20.7829265055757	-17.2192732450829	-9.93241128194135	0.852664541221801
HUGO~169Sk1~d	15060	HUGO_169Sk1	HUGO_169Sk1	tooth	2019	MittnikScience2019	Mittnik, Alissa	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4385	60	2566-2310 calBCE (3942±25 BP, MAMS-18914)	Germany_Lech_BellBeaker	Augsburg-Hugo-Eckener-Straße	Germany	48.32852	10.89819	1240k.and.shotgun.merge	2	0.031143	63888	..	M	Germany, cross-site family B (15 members) (AITI_72 is a 2nd to 5th degree relative of AITI_36, AITI_40, AITI_77B, AITI_37, AITI_43, AITI_2, AITI_119, and AITI_55; AITI_70 is a 2nd to 5th degree relative of AITI_55, AITI_2, AITI_43, AITI_37, AITI_77A, and AITI_77B; AITI_77A is a 2nd to 5th degree relative of AITI_37 and AITI_40 (both of them are 2nd to 5th degree relative of AITI_77B); AITI_2, AITI_43 and AITI_86 are 2nd to 5th degree relatives to each other; AITI_55, AITI_120, and AITI_2 are 2nd to 5th degree relatives to each other; AITI_2-AITI_119 are 2nd to 5th degree relative. AITI_37 is a 2nd-5th deg relative fo HUGO_169_Sk1; AITI_72 is also detected as a second cousin of I2039)	G2a2b1a1a1b	..	U5a2b3	..	..	..	..	..	..	..	..	..	-0.11	0.032	Model_Misspecified	[0,0]	half	ABI998_169Sk1HUGO, HUG004.A0101	PASS (literature)	0	1	0	69.4419354005792	4.65891746582201	4.91905807646183	-4.63717816424569
I5748	5297	I5748	skeleton 575 (Jan) M22	petrous	2018	OlaldeNature2018	Altena, Eveline	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4383	89	2579-2211 calBCE (3945±55 BP, GrN-6650C)	Netherlands_BellBeaker	Noord-Holland, Oostwoud, De Tuithoorn	Netherlands	52.733563	5.096183	1240K	1	4.524	636009	..	M	n/a (no relatives detected)	R1b1a1b1a1a2	97.8	X2b4	..	..	[0.978,0.991]	0.087	..	..	0.005587	2.388351922	[0.001,0.01]	-0.018	0.007	None	[0,0]	ds.half	S5748.E1.L1	PASS	0.374646849218629	0	0.625353150781371	-43.8252370011219	-33.5635431267717	-27.9464532705067	-12.8369182255936
RISE552.SG	1376	RISE552	Kurgan 4, grave 8	tooth	2015	AllentoftNature2015	..	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4382	144	2846-2144 calBCE (3940±90 BP, IGAN-4079)	Russia_Kalmykia_EBA_Yamnaya.SG	Ulan V	Russia	46.615	43.334	Shotgun	1	2.839	945230	..	M	n/a (no relatives detected)	I2a1b1a2a2a2	..	T2a1a	..	..	..	..	..	..	..	..	..	0.03	0.003	None	[0.024,0.036]	ds.minus	RISE552	PASS (literature)	0.259185275611678	0	0.740814724388322	-36.6214205409269	-47.8056954952486	-51.7236055122855	-31.4688714992799
I1389~published	1105	I1389	10-Grave69	tooth	2018	OlaldeNature2018	Lemercier, Olivier	Direct (WARNING NEED R_COMBINE): 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4382	78	2566-2297 calBCE [union of two dates: 2566-2298 calBCE (3935±35 BP, Poz-41229); 2557-2297 calBCE (3925±30 BP, Poz-41228)]	France_BellBeaker_1d.rel.I1390_published	Haut-Rhin, Sierentz, Les Villas d'Aurele	France	47.39	7.271	1240K	1	0.09	97913	..	M	France, Haut Rhin, Sierentz, Les Villas d'Aurele Family A (2 members) I1389-I1390 being 1st degree relatives 	R1b1a1b1a1a2	130	X2b4a	..	..	[0.998,1.000]	0.095	0.447	17	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.015	0.02	Model_Misspecified	[0,0.024]	ds.half	S1389.E1.L1	PASS	0	1	0	59.0919602875172	-10.6923070600618	-10.0224795999993	12.9734566621181
LD270.SG	13349	LD270	LD270	petrous	2019	GonzalesFortesProcRoyalSocB2019	GonzalesFortesProcRoyalSocB2019	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4380	63	2566-2305 calBCE (3940±30 BP, Beta-441387)	Portugal_MN.SG	Lorga de Din	Portugal	41.708333	-6.927778	Shotgun	..	2.942517	855937	..	U	n/a (no relatives detected)	..	..	U8a	U8a	PhyloTree, GonzalesFortesProcRoyalSocB2019	..	..	..	n/a (unknown sex)	n/a (unknown sex)	n/a (unknown sex)	n/a (unknown sex)	..	..	..	..	ds.minus	..	PASS (literature)	0.802397104326769	0	0.197602895673231	-50.1609118572193	19.4497191091802	20.057292250487	15.8051353692391
N49.SG	11367	N49	N49	petrous	2018	FernandesScientificReports2018	..	Context: Direct date(s) from same site/context (N44)	4375	101	2600-2250 BCE	Poland_CWC_1.SG	Pikutkowo	Poland	52.62	18.96	Shotgun	..	2.224865	1045306	..	M	n/a (no relatives detected)	I2a1b1a2b1	..	H6a1a	..	..	..	..	..	..	..	..	..	0.014	0.006	None	[0.002,0.026]	ds.minus	..	PASS (literature)	0.293269738490452	0.0718868545944052	0.634843406915143	-33.5611168408132	-39.3662740675949	-7.74036335161241	-9.02170979156999
N47.SG	11366	N47	N47	petrous	2018	FernandesScientificReports2018	..	Context: Direct date(s) from same site/context (N44)	4375	101	2600-2250 BCE	Poland_CWC_1.SG	Pikutkowo	Poland	52.62	18.96	Shotgun	..	2.429959	1074445	..	M	n/a (no relatives detected)	I2a1b1a2b1	..	U5b2a2	..	..	..	..	..	..	..	..	..	-0.001	0.003	None	[0,0.005]	ds.minus	..	PASS (literature)	0.323315469603236	0	0.676684530396764	-35.8430661496632	-39.5554207302434	-4.90549260193144	-5.13556723362761
N45.SG	11365	N45	N45	petrous	2018	FernandesScientificReports2018	..	Context: Direct date(s) from same site/context (N44)	4375	101	2600-2250 BCE	Poland_CWC_3.SG	Pikutkowo	Poland	52.62	18.96	Shotgun	..	2.472478	1050046	..	F	Poland, Pikutkowo Family A (2 members) (N44 and N45 are 2nd or 3rd degree relatives)	..	..	H5a8	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0	0.004	None	[0,0.008]	ds.minus	..	PASS (literature)	0.342670464896874	0.0298297307286375	0.627499804374489	-35.1052049259267	-35.6671944527097	-26.5811027866194	-17.5110847732441
I7207	74	I7207	RDVS_04/81	petrous	2019	NarasimhanPattersonScience2019	Pinhasi, Ron; Veleminsky, Petr; Dobeš, Miroslav	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4370	55	2561-2306 calBCE (3935±25 BP, PSUAMS-3887)	Czech_CordedWare	Radosevice	Czech Republic	50.410265	14.074597	1240K	1	1.863154	789641	..	M	n/a (no relatives detected)	R1a1a1	101	W3a1	..	..	[0.984,0.993]	0.119	0.42	3032	0.006635	3.574476246	[0.003,0.01]	-0.001	0.006	None	[0,0.011]	ds.half	S7207.E1.L1	PASS	0.355397621944389	0	0.644602378055611	-42.0655777070445	-35.9349868752287	-31.3177497969888	-17.4813728433981
EHU002	10182	EHU002	UE450	tooth	2019	OlaldeScience2019	Haak, Wolfgang	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4367	62	2564-2299 calBCE (3933±32 BP, CSIC-1896)	Spain_C_oSteppe	Castilla y León, Burgos, Monasterio de Rodilla, El Hundido	Spain	42.419214	-3.484745	1240K	1	1.232791	674286	..	M	Spain, Castilla y León, Burgos, Monasterio de Rodilla, El Hundido Family A (2 members) (EHU001-EHU002 are 2nd or 3rd degree relatives)	R1b1a1b1a1a2	..	K1a4a1	..	..	..	..	..	..	..	..	..	0.027	0.04	None	[0,0.105]	ds.half	EHU002.A0201	PASS	0.630419230280447	0	0.369580769719553	-42.3924824900912	-1.68419101017056	4.83645697874807	4.54571091142134
I3528	1765	I3528	GEN85, Grave 276	petrous	2018	OlaldeNature2018	Szécsényi-Nagy, Anna	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	4364	59	2562-2299 calBCE (3931±31 BP, DeA-11507)	Hungary_EBA_BellBeaker	Budakalász, Csajerszke, M0 Site 12 	Hungary	47.62094	19.04494	1240K	1	0.217	224817	..	M	n/a (no relatives detected)	G2a	214	HV4a1+16291	..	..	[0.993,0.999]	0.096	0.427	117	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.037	0.033	None	[0,0.102]	ds.half	S3528.L1	PASS	0	1	0	42.4035074795989	-8.10861143348122	5.23520136499678	6.69243132622144
